Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Duration
6452,"Whatever dude, you kissed a guy.",Ross,neutral,neutral,644,10,7,4,2023-05-02 00:13:54.416,2023-05-02 00:13:56.626,2.21
6453,"So umm, youre gonna stay with me as long as I need you?",Rachel,neutral,neutral,645,0,8,20,2023-05-02 00:14:01.078,2023-05-02 00:14:03.539,2.4610000000000003
6454,Of course I am!,Mrs. Green,joy,positive,645,1,8,20,2023-05-02 00:14:03.706,2023-05-02 00:14:05.128,1.4220000000000002
6455,"Oh mom, I swear Im not an idiot.",Rachel,neutral,neutral,645,2,8,20,2023-05-02 00:14:05.128,2023-05-02 00:14:06.438,1.31
6457,And-and then guess what?,Rachel,neutral,neutral,645,4,8,20,2023-05-02 00:14:14.216,2023-05-02 00:14:15.926,1.7100000000000002
6459,"Oh, can I throw up in my diaper genie?",Rachel,sadness,negative,645,6,8,20,2023-05-02 00:14:16.093,2023-05-02 00:14:19.972,3.8790000000000004
6460,"No. Sweetie, youre gonna be fine.",Mrs. Green,neutral,neutral,645,7,8,20,2023-05-02 00:14:20.180,2023-05-02 00:14:24.435,4.255
6461,Wait-wait where are you going? Where are you going?,Rachel,fear,negative,645,8,8,20,2023-05-02 00:14:24.810,2023-05-02 00:14:27.355,2.5450000000000004
6462,Im going to the bathroom.,Mrs. Green,neutral,neutral,645,9,8,20,2023-05-02 00:14:27.355,2023-05-02 00:14:27.907,0.552
6463,Okay.,Rachel,neutral,neutral,645,10,8,20,2023-05-02 00:14:28.063,2023-05-02 00:14:31.375,3.3120000000000003
6464,Now dont worry! Everythings gonna be okay.,Mrs. Green,neutral,neutral,645,11,8,20,2023-05-02 00:14:31.375,2023-05-02 00:14:31.796,0.42100000000000004
6465,It,Monica,neutral,neutral,645,12,8,20,2023-05-02 00:14:33.694,2023-05-02 00:14:35.904,2.21
6466,Hey!,Ross,joy,positive,645,13,8,20,2023-05-02 00:14:43.704,2023-05-02 00:14:45.205,1.5010000000000001
6467,Hey! Why are you all red and sweaty?,Phoebe,surprise,positive,645,14,8,20,2023-05-02 00:14:43.704,2023-05-02 00:14:46.957,3.253
6469,Not if you were here.,Phoebe,neutral,neutral,645,16,8,20,2023-05-02 00:14:57.092,2023-05-02 00:14:59.887,2.7950000000000004
6471,Oh my God! This is it!   I really hope its you!,Rachel,joy,positive,646,1,7,6,2023-05-02 00:00:08.717,2023-05-02 00:00:12.845,4.128
6472,I hope its you.,Phoebe,neutral,neutral,646,2,7,6,2023-05-02 00:00:11.636,2023-05-02 00:00:12.845,1.209
6473,Me too!,Rachel,joy,positive,646,3,7,6,2023-05-02 00:00:13.013,2023-05-02 00:00:14.888,1.8750000000000002
6475,"Okay, bla-bla-bla-bla!! Who is it?!",Rachel,joy,positive,646,5,7,6,2023-05-02 00:00:19.019,2023-05-02 00:00:23.063,4.0440000000000005
6476,"Well umm, I was thinking that maybe we could come up with a system where we trade off being maid of honor for each other.",Monica,neutral,neutral,646,6,7,6,2023-05-02 00:00:24.149,2023-05-02 00:00:29.111,4.962000000000001
6477,"Like hypothetically, if Phoebe were mine",Monica,neutral,neutral,646,7,7,6,2023-05-02 00:00:29.279,2023-05-02 00:00:31.281,2.0020000000000002
6478,Yes!!! Oh!!,Phoebe,joy,positive,646,8,7,6,2023-05-02 00:00:31.281,2023-05-02 00:00:32.672,1.391
6479,Hypothetically!,Rachel,anger,negative,646,9,7,6,2023-05-02 00:00:34.409,2023-05-02 00:00:35.743,1.334
6480,Still.,Phoebe,neutral,neutral,646,10,7,6,2023-05-02 00:00:35.910,2023-05-02 00:00:37.077,1.167
6481,If Phoebe were my maid of honor,Monica,neutral,neutral,646,11,7,6,2023-05-02 00:00:38.538,2023-05-02 00:00:42.416,3.878
6484,Yeah thats actually a pretty good idea.,Rachel,neutral,neutral,646,13,7,6,2023-05-02 00:00:45.420,2023-05-02 00:00:47.472,2.052
6485,"Yeah, Ill do that. So who gets to be yours?",Phoebe,neutral,neutral,646,14,7,6,2023-05-02 00:00:47.472,2023-05-02 00:00:49.816,2.3440000000000003
6486,"Well thats the best part. Umm,",Monica,neutral,neutral,646,15,7,6,2023-05-02 00:00:50.967,2023-05-02 00:00:54.678,3.7110000000000003
6487,Wh-why is that the best part?,Phoebe,surprise,positive,646,16,7,6,2023-05-02 00:00:56.931,2023-05-02 00:00:58.600,1.669
6488,Because then I dont have to!,Monica,joy,positive,646,17,7,6,2023-05-02 00:00:58.600,2023-05-02 00:00:59.904,1.304
6490,Im really not deciding!,Monica,joy,positive,646,19,7,6,2023-05-02 00:01:16.701,2023-05-02 00:01:17.913,1.212
6491,Fine!,Rachel,anger,negative,646,20,7,6,2023-05-02 00:01:17.913,2023-05-02 00:01:18.430,0.517
6495,It's not just the drum noise.,Monica,neutral,neutral,648,0,7,10,2023-05-02 00:08:58.788,2023-05-02 00:09:01.706,2.918
6497,"Oh god, my eye!""",Monica,anger,negative,648,2,7,10,2023-05-02 00:09:03.918,2023-05-02 00:09:07.379,3.4610000000000003
6498,"I mean, it is so annoying.",Monica,anger,negative,648,3,7,10,2023-05-02 00:09:07.588,2023-05-02 00:09:10.173,2.585
6501,Maybe on some level.,Phoebe,neutral,neutral,648,6,7,10,2023-05-02 00:09:22.103,2023-05-02 00:09:23.937,1.834
6503,"No, Im picking you up for our date. These are for you.",Joey,neutral,neutral,649,1,8,12,2023-05-02 00:04:28.184,2023-05-02 00:04:31.648,3.4640000000000004
6504,"Ohh, Lilies. Joey, theyre my favorite. Thank you.",Rachel,joy,positive,649,2,8,12,2023-05-02 00:04:32.188,2023-05-02 00:04:36.900,4.712000000000001
6505,"And, a brownie!",Joey,joy,positive,649,3,8,12,2023-05-02 00:04:37.068,2023-05-02 00:04:38.860,1.792
6506,"Well, half a brownie.",Joey,neutral,neutral,649,4,8,12,2023-05-02 00:04:41.197,2023-05-02 00:04:43.615,2.418
6507,"Actually, its just bag.",Joey,neutral,neutral,649,5,8,12,2023-05-02 00:04:43.783,2023-05-02 00:04:45.909,2.1260000000000003
6508,Its been a long walk from the flower shop and I was startin to feel faint so,Joey,neutral,neutral,649,6,8,12,2023-05-02 00:04:46.077,2023-05-02 00:04:49.705,3.628
6509,Oh man!,Rachel,joy,positive,649,7,8,12,2023-05-02 00:04:50.290,2023-05-02 00:04:52.710,2.42
6510,This is so great!,Rachel,joy,positive,649,8,8,12,2023-05-02 00:04:52.710,2023-05-02 00:04:53.744,1.034
6511,I actually feel like Im going on a real date!,Rachel,joy,positive,649,9,8,12,2023-05-02 00:04:53.835,2023-05-02 00:04:56.295,2.46
6513,"Hey come on now, this is a real date.",Joey,neutral,neutral,649,11,8,12,2023-05-02 00:05:03.303,2023-05-02 00:05:06.513,3.2100000000000004
6514,"Uh, sonice place you got here.",Joey,neutral,neutral,649,12,8,12,2023-05-02 00:05:06.681,2023-05-02 00:05:08.807,2.1260000000000003
6515,"Foosball, huh?",Joey,surprise,positive,649,13,8,12,2023-05-02 00:05:10.018,2023-05-02 00:05:11.729,1.711
6516,Pizza box.,Joey,neutral,neutral,649,14,8,12,2023-05-02 00:05:11.729,2023-05-02 00:05:13.548,1.8190000000000002
6517,"Oh, a subscription to",Joey,surprise,positive,649,15,8,12,2023-05-02 00:05:13.646,2023-05-02 00:05:17.399,3.753
6518,"Yeah, actually thats my roommates.",Rachel,neutral,neutral,649,16,8,12,2023-05-02 00:05:18.067,2023-05-02 00:05:19.568,1.5010000000000001
6519,I would like to meet him. He sounds like a stand up guy.,Joey,neutral,neutral,649,17,8,12,2023-05-02 00:05:19.736,2023-05-02 00:05:23.530,3.794
6520,"Ah yes, but hes very protective of me so youd better watch yourself.",Rachel,neutral,neutral,649,18,8,12,2023-05-02 00:05:23.698,2023-05-02 00:05:27.909,4.211
6521,"Ah Hey, so this roommate of yoursis he good looking?",Joey,joy,positive,649,19,8,12,2023-05-02 00:05:28.077,2023-05-02 00:05:30.954,2.8770000000000002
6522,Hm-mmm,Rachel,neutral,neutral,649,20,8,12,2023-05-02 00:05:31.122,2023-05-02 00:05:33.248,2.1260000000000003
6524,"Yeah, but Im pretty sure hes gay.",Rachel,neutral,neutral,649,22,8,12,2023-05-02 00:05:36.753,2023-05-02 00:05:38.628,1.8750000000000002
6526,Can you believe what a jerk Ross was being?,Rachel,anger,negative,650,0,1,18,2023-05-02 00:08:35.681,2023-05-02 00:08:38.433,2.7520000000000002
6527,"Yeah, I know. He can get really competitive.",Monica,neutral,neutral,650,1,1,18,2023-05-02 00:08:38.601,2023-05-02 00:08:41.019,2.418
6528,"Ha. Ha, ha.",Phoebe,joy,positive,650,2,1,18,2023-05-02 00:08:41.187,2023-05-02 00:08:42.854,1.667
6529,What?,Monica,neutral,neutral,650,3,1,18,2023-05-02 00:08:44.565,2023-05-02 00:08:45.815,1.25
6530,"Oh, hello, kettle? This is Monica. You're black.",Phoebe,neutral,neutral,650,4,1,18,2023-05-02 00:08:45.983,2023-05-02 00:08:49.694,3.7110000000000003
6532,"Oh, I beg to differ. The",Rachel,neutral,neutral,650,6,1,18,2023-05-02 00:08:56.827,2023-05-02 00:09:00.288,3.4610000000000003
6533,That was,Monica,neutral,neutral,650,7,1,18,2023-05-02 00:09:00.998,2023-05-02 00:09:02.499,1.5010000000000001
6535,"Well, not playing raquetball!",Ross,surprise,positive,651,0,1,11,2023-05-02 00:11:20.304,2023-05-02 00:11:23.473,3.169
6536,He forgot to leave his grip size!,Joey,surprise,positive,651,1,1,11,2023-05-02 00:11:25.685,2023-05-02 00:11:27.147,1.4620000000000002
6537,He didn't get the goggles!,Ross,surprise,positive,651,2,1,11,2023-05-02 00:11:27.147,2023-05-02 00:11:28.737,1.59
6538,"Well,sounds like you two have issues.",Rachel,neutral,neutral,651,3,1,11,2023-05-02 00:11:30.856,2023-05-02 00:11:34.526,3.6700000000000004
6539,"Goodbye, baby.",Rachel,neutral,neutral,651,4,1,11,2023-05-02 00:11:37.196,2023-05-02 00:11:38.238,1.042
6540,"Ciao, bela.",Paolo,neutral,neutral,651,5,1,11,2023-05-02 00:11:38.406,2023-05-02 00:11:39.698,1.292
6541,Do they wait for me to do this?,Ross,neutral,neutral,651,6,1,11,2023-05-02 00:11:40.950,2023-05-02 00:11:43.535,2.585
6542,So are you gonna tell him?,Joey,neutral,neutral,651,7,1,11,2023-05-02 00:11:49.375,2023-05-02 00:11:51.543,2.168
6543,Why would I tell him?,Ross,neutral,neutral,651,8,1,11,2023-05-02 00:11:51.711,2023-05-02 00:11:53.962,2.2510000000000003
6544,"How about 'cause if you don't, his mother might.",Joey,neutral,neutral,651,9,1,11,2023-05-02 00:11:51.711,2023-05-02 00:11:56.256,4.545
6546,What are you guys doing here?,Monica,anger,negative,651,10,1,11,2023-05-02 00:11:56.507,2023-05-02 00:11:58.550,2.043
6547,Uhhhh.... he's not even wearing a jockstrap!,Joey,surprise,positive,651,11,1,11,2023-05-02 00:11:58.718,2023-05-02 00:12:01.845,3.1270000000000002
6548,...What did I ask?,Monica,neutral,neutral,651,12,1,11,2023-05-02 00:12:07.435,2023-05-02 00:12:09.269,1.834
6549,God. I feel violated.,Rachel,disgust,negative,652,0,1,6,2023-05-02 00:01:51.277,2023-05-02 00:01:53.403,2.1260000000000003
6550,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",Monica,disgust,negative,652,1,1,6,2023-05-02 00:01:57.534,2023-05-02 00:01:59.451,1.917
6551,"Ross, ten o'clock.",Chandler,neutral,neutral,652,2,1,6,2023-05-02 00:02:00.120,2023-05-02 00:02:01.161,1.0410000000000001
6552,Is it? Feels like two.,Ross,sadness,negative,652,3,1,6,2023-05-02 00:02:01.412,2023-05-02 00:02:03.205,1.7930000000000001
6553,"No,",Chandler,neutral,neutral,652,4,1,6,2023-05-02 00:02:04.541,2023-05-02 00:02:06.333,1.792
6555,"There's a beautiful woman at eight, nine, ten o'clock!",Chandler,joy,positive,652,5,1,6,2023-05-02 00:02:08.294,2023-05-02 00:02:12.172,3.878
6556,Oh. Hel-lo!,Ross,joy,positive,652,6,1,6,2023-05-02 00:02:14.342,2023-05-02 00:02:15.509,1.167
6557,"She's amazing! She makes the women that I dream about look like short, fat, bald men!",Chandler,joy,positive,652,7,1,6,2023-05-02 00:02:16.970,2023-05-02 00:02:20.597,3.6270000000000002
6558,"Well, go over to her! She's not with anyone.",Monica,joy,positive,652,8,1,6,2023-05-02 00:02:21.808,2023-05-02 00:02:23.517,1.709
6559,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",Chandler,fear,negative,652,9,1,6,2023-05-02 00:02:23.726,2023-05-02 00:02:28.063,4.337000000000001
6560,"Oh, c'mon. She's a person, you can do it!",Rachel,joy,positive,652,10,1,6,2023-05-02 00:02:29.774,2023-05-02 00:02:32.109,2.335
6561,"Oh please, could she",Chandler,neutral,neutral,652,11,1,6,2023-05-02 00:02:32.318,2023-05-02 00:02:35.320,3.0020000000000002
6562,He could never get a woman like that in a million years.,Ross,neutral,neutral,652,12,1,6,2023-05-02 00:02:35.530,2023-05-02 00:02:38.448,2.918
6565,You could do that!,Monica,joy,positive,652,14,1,6,2023-05-02 00:02:47.584,2023-05-02 00:02:48.466,0.882
6566,You think?,Chandler,surprise,positive,652,15,1,6,2023-05-02 00:02:48.466,2023-05-02 00:02:49.462,0.9960000000000001
6568,OK.,Phoebe,neutral,neutral,653,1,1,15,2023-05-02 00:15:25.090,2023-05-02 00:15:27.675,2.585
6570,"Thank you Helen, that'll be all.",Chandler,neutral,neutral,653,3,1,15,2023-05-02 00:15:40.898,2023-05-02 00:15:42.315,1.417
6571,"Last time I do that, I promise.",Chandler,neutral,neutral,653,4,1,15,2023-05-02 00:15:44.860,2023-05-02 00:15:46.819,1.959
6572,"I am so, so, so, so sorry!",Chandler,sadness,negative,654,0,6,17,2023-05-02 00:20:03.118,2023-05-02 00:20:06.996,3.878
6573,Uh-huh.,Monica,disgust,negative,654,1,6,17,2023-05-02 00:20:07.915,2023-05-02 00:20:09.165,1.25
6575,"Yeah you will!  And, are you kiddin me?!",Monica,anger,negative,654,3,6,17,2023-05-02 00:20:19.885,2023-05-02 00:20:23.095,3.2100000000000004
6577,Okay.,Monica,neutral,neutral,654,5,6,17,2023-05-02 00:20:33.106,2023-05-02 00:20:33.524,0.41800000000000004
6578,Okay.,Chandler,neutral,neutral,654,6,6,17,2023-05-02 00:20:33.524,2023-05-02 00:20:36.078,2.5540000000000003
6579,"So, are we going in there?",Chandler,neutral,neutral,654,7,6,17,2023-05-02 00:20:50.123,2023-05-02 00:20:51.515,1.3920000000000001
6580,I am!!,Monica,joy,positive,654,8,6,17,2023-05-02 00:20:51.515,2023-05-02 00:20:53.729,2.214
6581,Wow!,Ross,surprise,positive,655,0,6,18,2023-05-02 00:20:08.790,2023-05-02 00:20:09.374,0.5840000000000001
6582,It actually is in the handbook.,Ross,neutral,neutral,655,1,6,18,2023-05-02 00:20:09.374,2023-05-02 00:20:11.854,2.48
6583,I cant date you or have a hot plate in my office.,Ross,neutral,neutral,655,2,6,18,2023-05-02 00:20:11.960,2023-05-02 00:20:16.589,4.6290000000000004
6584,I cant believe we have to stop seeing each other.,Ross,sadness,negative,655,3,6,18,2023-05-02 00:20:18.217,2023-05-02 00:20:21.886,3.669
6587,Wow!,Elizabeth,surprise,positive,655,6,6,18,2023-05-02 00:20:40.447,2023-05-02 00:20:41.906,1.459
6588,What?,Ross,surprise,positive,655,7,6,18,2023-05-02 00:20:42.074,2023-05-02 00:20:43.886,1.812
6591,Yeah.,Elizabeth,neutral,neutral,655,10,6,18,2023-05-02 00:20:52.626,2023-05-02 00:20:54.418,1.792
6593,Stop it!,Elizabeth,joy,positive,655,12,6,18,2023-05-02 00:21:01.260,2023-05-02 00:21:05.221,3.9610000000000003
6595,Shut the book!,Elizabeth,joy,positive,655,14,6,18,2023-05-02 00:21:12.479,2023-05-02 00:21:14.355,1.8760000000000001
6596,Lets also get a hot plate!,Ross,joy,positive,655,15,6,18,2023-05-02 00:21:15.649,2023-05-02 00:21:19.318,3.669
6597,"Rach, youre in a great place in your life. Come on, youve got a great job! Good friends",Monica,joy,positive,656,0,7,14,2023-05-02 00:02:17.470,2023-05-02 00:02:22.099,4.6290000000000004
6598,Yeah! So-so when are you getting married?,Monica,joy,positive,657,0,7,17,2023-05-02 00:04:08.164,2023-05-02 00:04:11.500,3.3360000000000003
6599,"Oh Im not, I just like to try these on.",Megan,neutral,neutral,657,1,7,17,2023-05-02 00:04:11.751,2023-05-02 00:04:13.813,2.0620000000000003
6600,I do the same thing.,Rachel,neutral,neutral,657,2,7,17,2023-05-02 00:04:13.813,2023-05-02 00:04:16.851,3.0380000000000003
6601,Im just kidding. Im getting married July 25,Megan,joy,positive,657,3,7,17,2023-05-02 00:04:17.632,2023-05-02 00:04:21.510,3.878
6602,Im just kidding too.  Im getting married in December.,Rachel,joy,positive,657,4,7,17,2023-05-02 00:04:24.806,2023-05-02 00:04:27.432,2.6260000000000003
6603,So when are you getting married?,Megan,neutral,neutral,657,5,7,17,2023-05-02 00:04:29.269,2023-05-02 00:04:30.688,1.419
6604,Oh May 15,Monica,neutral,neutral,657,6,7,17,2023-05-02 00:04:30.688,2023-05-02 00:04:31.965,1.2770000000000001
6605,Oooh its getting close!,Megan,joy,positive,657,7,7,17,2023-05-02 00:04:32.146,2023-05-02 00:04:34.731,2.585
6607,"So uh, whos your photographer?",Megan,neutral,neutral,657,8,7,17,2023-05-02 00:04:32.146,2023-05-02 00:04:34.731,2.585
6608,Jeffrey,Monica,neutral,neutral,657,9,7,17,2023-05-02 00:04:34.983,2023-05-02 00:04:36.733,1.75
6612,"Oh, my fiancee wants the Swing Kings.",Monica,neutral,neutral,657,13,7,17,2023-05-02 00:04:45.493,2023-05-02 00:04:49.204,3.7110000000000003
6613,"Oh, youre so lucky. My fiancee wants the heavy metal band Carcass.",Megan,sadness,negative,657,14,7,17,2023-05-02 00:04:49.414,2023-05-02 00:04:53.542,4.128
6614,"Ooh, is that spelled with a C or a K? Oh my God! It doesnt matter; theyre both great!",Phoebe,joy,positive,657,15,7,17,2023-05-02 00:04:53.751,2023-05-02 00:04:58.672,4.921
6615,Oh yknow what?,Rachel,neutral,neutral,657,16,7,17,2023-05-02 00:05:00.466,2023-05-02 00:05:02.509,2.043
6617,Now that you know what you want you should go to Kleinmans and get it half off.,Rachel,neutral,neutral,657,17,7,17,2023-05-02 00:05:02.719,2023-05-02 00:05:06.346,3.6270000000000002
6618,This place is so overpriced.,Rachel,disgust,negative,657,18,7,17,2023-05-02 00:05:06.597,2023-05-02 00:05:08.724,2.1270000000000002
6619,"So, does this  come in another color or",Rachel,neutral,neutral,657,19,7,17,2023-05-02 00:05:12.520,2023-05-02 00:05:16.023,3.503
6620,"I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time.",Chandler,neutral,neutral,658,0,1,20,2023-05-02 00:01:45.688,2023-05-02 00:01:48.690,3.0020000000000002
6621,It was unbelievable!,Chandler,surprise,positive,658,1,1,20,2023-05-02 00:01:49.400,2023-05-02 00:01:50.734,1.334
6622,"We could totally be ourselves, we didn't have to play any games...",Chandler,joy,positive,658,2,1,20,2023-05-02 00:01:50.902,2023-05-02 00:01:53.904,3.0020000000000002
6623,So have you called her yet?,Monica,neutral,neutral,658,3,1,20,2023-05-02 00:01:54.072,2023-05-02 00:01:55.074,1.002
6624,Let her know I like her?,Chandler,fear,negative,658,4,1,20,2023-05-02 00:01:55.074,2023-05-02 00:01:55.992,0.918
6625,"What are you, insane?",Chandler,anger,negative,658,5,1,20,2023-05-02 00:01:55.992,2023-05-02 00:01:57.641,1.649
6626,It's the next day!,Chandler,joy,positive,658,6,1,20,2023-05-02 00:01:59.744,2023-05-02 00:02:01.037,1.2930000000000001
6627,How needy do I want to seem?,Chandler,neutral,neutral,658,7,1,20,2023-05-02 00:02:01.037,2023-05-02 00:02:02.529,1.492
6628,"I'm right, right?",Chandler,neutral,neutral,658,8,1,20,2023-05-02 00:02:02.622,2023-05-02 00:02:04.039,1.417
6629,"Oh, yeah. Yeah. Let her dangle.",Joey and Ross,neutral,neutral,658,9,1,20,2023-05-02 00:02:04.207,2023-05-02 00:02:05.791,1.584
6630,I can't believe my parents are actually pressuring me to find one of you people.,Monica,surprise,negative,658,10,1,20,2023-05-02 00:02:07.627,2023-05-02 00:02:11.839,4.212000000000001
6631,"Oh, God, just do it!  Call her! Stop being so testosteroney!",Phoebe,anger,negative,658,11,1,20,2023-05-02 00:02:14.884,2023-05-02 00:02:18.387,3.503
6633,Her answer machine?,Joey,neutral,neutral,658,13,1,20,2023-05-02 00:02:28.189,2023-05-02 00:02:30.232,2.043
6634,"No, interestingly enough her leaf blower picked up.",Chandler,neutral,neutral,658,14,1,20,2023-05-02 00:02:30.400,2023-05-02 00:02:32.776,2.3760000000000003
6635,"So, uh, why didn't you say anything?",Phoebe,neutral,neutral,658,15,1,20,2023-05-02 00:02:36.322,2023-05-02 00:02:38.740,2.418
6636,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",Chandler,disgust,negative,658,16,1,20,2023-05-02 00:02:41.995,2023-05-02 00:02:44.580,2.585
6637,"Look look! It's Rachel and Barry. No, don't everybody look at once!",Monica,surprise,negative,658,17,1,20,2023-05-02 00:02:46.875,2023-05-02 00:02:50.460,3.5850000000000004
6638,"Okay, okay, what's going on?",Ross,neutral,neutral,658,18,1,20,2023-05-02 00:02:50.628,2023-05-02 00:02:52.130,1.502
6639,"Okay, they're just talking...",Phoebe,neutral,neutral,658,19,1,20,2023-05-02 00:02:52.130,2023-05-02 00:02:53.765,1.635
6640,"Yeah, well, does he look upset? Does he look like he was just told to shove anything?",Ross,neutral,neutral,658,20,1,20,2023-05-02 00:02:53.882,2023-05-02 00:02:58.260,4.378
6641,"So, um, what do you do for a living?",Ross,neutral,neutral,659,0,1,14,2023-05-02 00:14:38.168,2023-05-02 00:14:41.379,3.2110000000000003
6643,Oh no. I thought you said they could shoot the spot without you.,Carol,neutral,neutral,659,2,1,14,2023-05-02 00:14:44.508,2023-05-02 00:14:48.428,3.9200000000000004
6645,Now that is funny.,Ross,neutral,neutral,659,4,1,14,2023-05-02 00:14:59.189,2023-05-02 00:15:02.942,3.753
6647,"Cause she's, she's alone now, and pregnant, and, and sad.",Ross,sadness,negative,659,6,1,14,2023-05-02 00:15:25.966,2023-05-02 00:15:30.386,4.42
6648,I guess.,Kristin,neutral,neutral,659,7,1,14,2023-05-02 00:15:31.639,2023-05-02 00:15:33.014,1.375
6649,Are you sure? Great. Carol? Wanna come over and join us?,Ross,neutral,neutral,659,8,1,14,2023-05-02 00:15:35.601,2023-05-02 00:15:37.185,1.584
6650,"Oh, no no no. I'm fine. I'm fine.",Carol,neutral,neutral,659,9,1,14,2023-05-02 00:15:37.394,2023-05-02 00:15:38.645,1.2510000000000001
6651,Come on.,Ross,neutral,neutral,659,10,1,14,2023-05-02 00:15:38.896,2023-05-02 00:15:41.198,2.302
6652,These people'll scooch down.,Ross,neutral,neutral,659,11,1,14,2023-05-02 00:15:41.198,2023-05-02 00:15:42.033,0.8350000000000001
6653,"You guys'll scooch, won't you?",Ross,neutral,neutral,659,12,1,14,2023-05-02 00:15:42.358,2023-05-02 00:15:45.401,3.043
6654,Let's try scooching!,Ross,joy,positive,659,13,1,14,2023-05-02 00:15:45.736,2023-05-02 00:15:46.738,1.002
6655,Come on.,Ross,neutral,neutral,659,14,1,14,2023-05-02 00:15:46.738,2023-05-02 00:15:47.072,0.334
6656,Come on.,Ross,neutral,neutral,659,15,1,14,2023-05-02 00:15:47.072,2023-05-02 00:15:48.746,1.6740000000000002
6657,"Uh, Kristen Riggs, this is Carol Willick.",Ross,neutral,neutral,659,16,1,14,2023-05-02 00:15:53.118,2023-05-02 00:15:56.204,3.0860000000000003
6658,"Carol, Kristin.",Ross,neutral,neutral,659,17,1,14,2023-05-02 00:15:56.455,2023-05-02 00:15:58.915,2.46
6659,"Uh, Carol teaches sixth grade.",Ross,neutral,neutral,659,18,1,14,2023-05-02 00:15:59.083,2023-05-02 00:16:01.417,2.334
6661,Okay.,Paul,neutral,neutral,660,0,6,23,2023-05-02 00:04:56.629,2023-05-02 00:04:58.505,1.8760000000000001
6663,When I was six years old.,Paul,neutral,neutral,660,1,6,23,2023-05-02 00:05:01.301,2023-05-02 00:05:02.433,1.1320000000000001
6664,Hm-mm,Rachel,neutral,neutral,660,2,6,23,2023-05-02 00:05:02.433,2023-05-02 00:05:03.137,0.7040000000000001
6665,I wanted a big wheel.,Paul,neutral,neutral,660,3,6,23,2023-05-02 00:05:03.261,2023-05-02 00:05:05.220,1.959
6667,"It was embarrassing, kids made fun of me.",Paul,sadness,negative,660,5,6,23,2023-05-02 00:05:12.979,2023-05-02 00:05:15.105,2.1260000000000003
6668,That was a pretty tough year.,Paul,sadness,negative,660,6,6,23,2023-05-02 00:05:15.273,2023-05-02 00:05:17.107,1.834
6669,Thats-thats great!,Rachel,joy,positive,660,7,6,23,2023-05-02 00:05:18.484,2023-05-02 00:05:19.569,1.085
6670,See?,Rachel,neutral,neutral,660,8,6,23,2023-05-02 00:05:19.569,2023-05-02 00:05:20.877,1.308
6671,I already feel like I know you a little better!,Rachel,joy,positive,660,9,6,23,2023-05-02 00:05:20.987,2023-05-02 00:05:23.129,2.1420000000000003
6672,Thank you.,Rachel,joy,positive,660,10,6,23,2023-05-02 00:05:23.129,2023-05-02 00:05:24.209,1.08
6673,"Okay, come on.",Rachel,neutral,neutral,660,11,6,23,2023-05-02 00:05:24.324,2023-05-02 00:05:25.075,0.751
6674,Now we can go eat.,Rachel,neutral,neutral,660,12,6,23,2023-05-02 00:05:25.075,2023-05-02 00:05:25.667,0.5920000000000001
6675,Lets go.,Rachel,neutral,neutral,660,13,6,23,2023-05-02 00:05:25.667,2023-05-02 00:05:27.423,1.756
6677,Oh!,Rachel,surprise,positive,660,15,6,23,2023-05-02 00:07:12.473,2023-05-02 00:07:14.182,1.709
6678,"Will you pick one, just pick one! Here, how about that one?",Joey,anger,negative,661,0,1,12,2023-05-02 00:11:59.301,2023-05-02 00:12:02.929,3.628
6679,That's patio furniture!,Chandler,surprise,negative,661,1,1,12,2023-05-02 00:12:03.681,2023-05-02 00:12:05.682,2.0010000000000003
6681,What about the birds?,Chandler,neutral,neutral,661,3,1,12,2023-05-02 00:12:12.523,2023-05-02 00:12:14.232,1.709
6682,"I don't know, birds just don't say, ""Hello, sit here, eat something.""",Joey,neutral,neutral,661,4,1,12,2023-05-02 00:12:15.651,2023-05-02 00:12:20.196,4.545
6683,You pick one.,Chandler,neutral,neutral,661,5,1,12,2023-05-02 00:12:21.282,2023-05-02 00:12:22.782,1.5
6684,"All right, how about the ladybugs?",Joey,neutral,neutral,661,6,1,12,2023-05-02 00:12:22.950,2023-05-02 00:12:24.325,1.375
6685,"Oh, so, forget about the birds, but big red insects suggest fine dining!",Chandler,anger,negative,661,7,1,12,2023-05-02 00:12:24.493,2023-05-02 00:12:28.705,4.212000000000001
6686,"Fine, you want to get the birds, get the birds!",Joey,anger,negative,661,8,1,12,2023-05-02 00:12:29.290,2023-05-02 00:12:31.207,1.917
6689,Bijan for men?,Joey,neutral,neutral,662,1,2,2,2023-05-02 00:06:50.118,2023-05-02 00:06:53.620,3.5020000000000002
6691,"Oh, actually I sorta have plans.",Annabelle,neutral,neutral,662,3,2,2,2023-05-02 00:07:02.839,2023-05-02 00:07:05.257,2.418
6692,"Ready, Annabelle?",Hombre Man,neutral,neutral,662,4,2,2,2023-05-02 00:07:10.741,2023-05-02 00:07:12.097,1.356
